place,catu,grav,sexe,secu1,senc,catv,obs,obsm,choc,manv,motor,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,vma,hrmn,lum,atm,col,lat,long,we,age,agg_1,agg_2,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8,int_9
5.0,2.0,1.0,1.0,1.0,1,7,0,1,3,1,1,4,2,2,0,1,1,2,0,1,30,3,3,4,6,49.11461,-1.09596,True,16.0,False,True,True,False,False,False,False,False,False,False,False
4.0,2.0,1.0,0.0,1.0,2,7,0,2,4,9,1,1,3,6,0,1,1,1,3,1,90,12,1,1,5,44.882268,-0.6233987,False,8.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,1.0,1.0,1,7,0,2,7,1,1,1,1,3,0,1,1,1,0,1,110,10,1,1,5,48.69792,2.31431,False,27.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,0,7,0,2,3,19,1,4,1,1,1,1,1,1,0,1,50,16,1,1,3,48.696122,2.330286,True,40.0,False,True,False,True,False,False,False,False,False,False,False
2.0,2.0,1.0,1.0,1.0,3,7,0,1,3,1,1,4,1,1,0,3,1,1,0,1,30,11,1,1,6,48.9845180103,2.3205855489,False,9.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,14,0,6,0,1,3,3,2,0,1,1,1,0,1,110,11,1,1,2,49.074133,1.952852,False,50.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,2,32,0,2,4,2,1,7,2,6,0,1,1,1,0,1,70,3,3,1,4,45.74876,4.90703,True,56.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,10,0,2,5,16,1,4,2,2,0,1,3,1,0,1,50,18,1,1,3,48.7890421514,2.2218105197,False,61.0,False,True,False,False,False,False,False,True,False,False,False
2.0,2.0,1.0,0.0,1.0,1,7,4,0,1,15,1,3,1,4,0,1,2,2,0,1,50,7,3,1,6,48.89015692,2.25623773,True,23.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,31,0,2,1,17,1,3,2,2,0,1,1,1,0,1,80,17,2,1,5,44.715498,5.042553,False,17.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,1,1,4,2,2,0,1,1,2,0,1,50,15,1,2,3,49.37136,6.16937,True,27.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,4,1,1,1,1,2,0,1,1,1,1,1,70,15,1,1,2,48.75772551,2.32805983,True,29.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,16,12,0,8,2,1,3,3,2,0,1,3,1,0,1,70,13,1,1,7,49.167591,1.301236,False,37.0,True,False,False,False,False,False,False,True,False,False,False
10.0,3.0,3.0,1.0,0.0,2,7,0,1,3,15,3,4,1,1,0,2,1,2,0,1,30,17,4,3,6,43.48209,-1.56605,True,81.0,False,True,True,False,False,False,False,False,False,False,False
6.0,2.0,2.0,0.0,1.0,2,10,0,2,2,0,0,3,2,1,0,1,1,1,0,1,90,14,1,1,3,48.621704,2.97273,False,9.0,True,False,False,True,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,1,7,0,2,3,1,2,3,2,2,0,2,2,1,0,1,80,19,1,1,1,43.589184,6.917042,False,17.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,1,7,0,1,2,1,1,4,1,1,0,1,1,1,0,1,50,15,1,1,6,43.67093,7.21767,False,13.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,0,2,3,1,1,3,2,2,0,2,3,1,0,1,90,12,1,1,3,46.273544,2.976437,False,34.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,3,2,0,2,8,11,1,4,2,2,0,1,1,2,0,1,30,19,3,2,2,48.89301,2.327434,False,34.0,False,True,False,False,False,False,True,False,False,False,False
1.0,1.0,1.0,0.0,8.0,2,7,0,2,8,15,1,3,2,2,0,1,1,1,0,1,80,11,1,1,3,43.2882,5.52951,False,81.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,30,0,2,1,17,1,4,1,1,0,1,1,1,0,1,30,13,1,1,3,48.871052,2.368345,False,26.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,0,0,1,0,1,3,2,2,0,1,3,2,0,3,80,0,5,2,6,44.860158,0.200576,False,33.0,True,False,True,False,False,False,False,False,False,False,False
5.0,2.0,1.0,0.0,8.0,2,7,0,2,7,1,1,3,3,4,0,1,1,1,5,1,50,19,3,1,3,48.71914,2.29887,False,33.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,2,32,0,2,1,18,1,4,2,2,0,1,1,1,0,1,50,18,1,1,3,50.67671,3.08075,False,32.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,2,15,1,4,2,2,0,1,1,1,0,1,50,17,1,1,3,49.2400337955,4.0321353078,True,83.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,15,1,4,2,2,0,1,1,1,5,1,50,13,1,1,5,43.2723219898,5.4063074165,False,51.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,2,30,9,0,1,14,1,2,1,2,0,1,2,1,0,1,50,11,1,1,6,41.93167,8.80246,False,24.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,2,1,1,4,1,1,0,1,1,1,0,1,30,14,1,1,3,48.85496,2.44294,False,46.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,2,7,0,2,0,0,0,3,3,6,3,1,1,1,0,1,50,13,1,1,2,48.908983,2.501124,False,35.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,2.0,2,30,0,1,8,17,1,3,2,2,2,2,1,1,5,1,50,20,1,8,6,45.585798,5.923287,False,17.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,8.0,2,7,0,2,7,2,1,4,2,2,0,1,1,1,0,1,30,14,1,1,2,48.8870201016,2.3679106687,False,,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,1,1,1,1,4,2,2,0,1,1,2,0,1,50,12,1,2,6,49.2559,2.42844,False,53.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,1.0,1.0,1,7,0,2,6,9,1,2,1,2,0,1,1,1,0,1,70,19,4,1,3,42.62386,9.43686,False,17.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,2,1,2,3,4,0,2,1,1,0,1,70,18,5,1,4,45.43387,4.42245,False,23.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,0,2,7,19,1,3,2,2,0,2,1,1,5,1,90,15,1,1,5,48.790157,-0.245291,True,97.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,0,2,1,1,1,4,2,2,0,1,1,1,0,1,80,18,1,1,3,48.392595,-2.575028,False,38.0,True,False,False,True,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,1,7,0,1,3,1,1,4,2,2,0,1,1,1,0,1,50,7,1,1,6,47.3671533837,0.7081587315,False,14.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,3.0,1.0,2.0,0,2,0,0,1,1,1,3,2,2,0,2,1,1,0,1,80,19,5,1,6,47.372511,3.073356,False,18.0,True,False,True,False,False,False,False,False,False,False,False
8.0,2.0,2.0,1.0,1.0,2,7,0,2,1,15,1,3,2,2,0,1,1,1,0,1,50,16,1,1,1,50.863046,1.879804,True,46.0,False,True,False,False,True,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,2,7,0,1,1,15,1,4,2,2,1,1,1,1,0,1,50,16,1,1,7,49.246543129,4.0317732096,False,51.0,False,True,False,True,False,False,False,False,False,False,False
10.0,3.0,4.0,0.0,8.0,2,7,0,1,2,1,1,2,3,4,0,2,1,2,0,1,70,5,5,8,6,48.75083,1.92992,False,109.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,33,0,2,1,0,1,4,2,2,0,1,2,1,0,1,50,13,1,1,1,43.34,5.43,False,22.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,0,2,3,15,1,4,2,2,0,1,1,1,0,1,50,22,3,1,1,48.90603,2.57955,False,21.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,15,0,1,9,1,3,2,2,0,1,3,1,5,8,50,1,3,1,6,48.8073694278,2.2983014396,False,22.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,2.0,1.0,1.0,2,7,0,2,4,1,1,3,2,2,0,2,1,1,0,1,50,14,1,1,2,47.77775,-3.34077,False,26.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,33,4,0,3,13,1,1,1,1,0,4,2,1,3,1,70,23,5,1,7,48.80147,2.44668,True,18.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,1,1,1,3,2,1,0,1,4,1,0,1,50,18,1,1,1,49.316891,2.604296,False,63.0,False,True,True,False,False,False,False,False,False,False,False
9.0,2.0,1.0,0.0,1.0,1,7,4,0,7,1,1,1,3,5,0,1,1,2,0,2,130,3,5,3,6,42.770266,2.89258,False,27.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,0,7,0,2,3,11,1,3,2,2,0,1,1,1,0,1,80,17,1,1,3,49.59542,-1.601971,True,28.0,True,False,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,3,1,1,3,2,2,0,1,1,1,0,8,80,18,1,1,3,47.571251,7.410404,False,32.0,True,False,False,False,True,False,False,False,False,False,False
2.0,2.0,1.0,1.0,1.0,1,7,0,1,1,1,1,4,3,3,3,1,1,2,6,1,30,22,3,1,6,45.76385,4.8734,False,21.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,2,0,1,15,1,4,3,4,0,1,1,1,1,1,50,4,3,1,7,48.665223,2.376131,True,19.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,0.0,1,1,0,2,7,3,5,3,3,2,0,1,1,1,0,1,50,18,1,1,3,49.202221,-0.30657,False,57.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,4.0,0.0,8.0,2,7,0,1,1,1,2,4,2,5,0,1,1,2,0,1,30,5,3,2,6,48.870446,2.349089,False,50.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,10,0,1,2,16,1,4,2,2,0,1,1,2,0,1,50,15,1,8,6,48.9053537495,2.2826985269,False,26.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,1,1,1,3,2,2,0,1,1,1,0,3,80,14,1,1,5,47.774177,-2.316826,True,81.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,4,2,1,1,3,3,0,1,1,1,0,1,90,7,1,1,5,51.012519,2.35671,False,34.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,1.0,2.0,1,31,0,2,1,9,1,2,4,4,0,1,1,2,0,1,45,13,1,8,3,48.90149,2.07396,False,25.0,False,True,False,True,False,False,False,False,False,False,False
4.0,2.0,2.0,1.0,1.0,1,7,0,2,1,1,1,3,1,0,0,1,1,1,0,1,70,16,1,1,4,48.75892,2.36848,True,27.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,0,2,3,1,1,7,2,2,0,1,1,1,0,1,70,16,1,1,1,43.39008,5.16808,False,45.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,2,1,1,1,3,2,2,0,1,1,1,0,1,80,13,1,1,3,47.918614,-3.815775,False,40.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,1,7,0,2,4,1,1,4,2,2,0,1,1,1,0,1,30,8,2,8,4,48.70244,6.17095,False,52.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,0,7,0,2,4,20,1,4,2,2,0,2,1,1,0,1,50,13,1,2,2,42.679614,9.438669,True,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,0,7,1,0,1,1,1,3,3,4,0,1,1,1,0,1,90,8,1,1,6,48.93375,2.58513,False,38.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,10,0,2,1,13,1,1,3,3,0,2,3,2,0,1,70,6,2,2,7,48.92857,2.41554,False,21.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,2.0,1,1,0,0,2,1,5,4,1, -1,0,1,1,1,0,1,30,9,1,1,3,48.877099,2.4069,False,38.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,0,2,8,1,1,1,3,8,0,2,2,1,2,1,90,21,5,1,3,48.94804682,2.28091085,True,55.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,3.0,0.0,1.0,2,7,0,2,3,5,1,3,2,2,0,1,2,1,0,1,80,15,1,1,5,46.407965,6.697589,False,29.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,3,7,2,0,1,14,1,4,2,2,0,2,2,1,0,3,80,2,5,1,6,47.9038549999,-3.9376219017,True,25.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,4,10,1,3,2,2,0,1,1,1,0,1,80,20,5,1,2,48.84653,2.74796,False,38.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,1,50,0,0,1,5,3,3,3,4,0,1,1,1,0,1,50,13,1,1,3,48.92472,2.40106,False,16.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,3,7,0,2,3,15,1,3,2,2,0,1,1,1,0,1,80,12,1,1,3,45.400771,5.068356,False,38.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,10,1,3,3,4,0,2,3,1,0,1,90,8,1,1,3,43.614119,7.044019,False,77.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,0,7,0,1,3,16,1,4,2,2,1,1,1,1,0,1,30,12,1,7,6,48.00891,0.22681,True,41.0,False,True,False,False,False,False,False,True,False,False,False
4.0,2.0,2.0,0.0,1.0,1,7,4,0,3,1,6,1,3,2,0,1,1,2,0,1,70,7,1,8,6,45.17129,5.702,False,20.0,True,False,False,False,False,False,False,False,False,False,True
1.0,1.0,1.0,0.0,1.0,1,10,3,0,4,23,1,2,3,4,0,1,1,1,0,2,90,21,5,1,2,46.14934,-1.11118,True,44.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,4,0,1,13,1,1,3,4,0,2,1,2,0,3,110,6,1,2,6,48.561144,2.483915,True,60.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,2,5,2,1,2,3,4,0,1,1,1,0,1,110,17,1,1,2,49.05742,2.20769,False,36.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,8.0,1,50,0,2,8,1,3,4,2,2,0,1,1,1,0,1,30,7,1,1,3,45.77863,4.79821,True,20.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,3,2,2,1,1,3,3,4,0,1,2,2,0,1,70,18,3,2,3,46.28438,5.66257,False,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,0.0,1,16,0,2,4,1,1,3,2,2,0,2,1,2,0,1,50,6,4,1,2,50.557381,2.296218,True,49.0,False,True,True,False,False,False,False,False,False,False,False
4.0,2.0,1.0,0.0,3.0,1,7,13,2,3,1,1,1,3,3,0,4,1,1,0,1,90,20,5,1,6,48.86278071,2.66799677,False,9.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,33,0,2,1,1,1,1,3,6,0,1,3,1,3,1,90,8,1,1,6,48.7537,2.3554,False,25.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,3.0,0.0,1.0,2,7,0,2,2,1,1,3,2,2,0,1,2,1,0,1,90,9,1,1,1,47.498204,5.948842,True,61.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,0.0,2,34,0,0,0,0,1,3,2,2,0,1,3,1,0,1,50,19,2,1,7,47.072303,1.655663,True,57.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,33,1,0,1,1,1,4,2,2,0,1,1,1,0,4,50,20,1,1,6,47.0149,4.83083,True,36.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,1.0,1.0,2,7,0,2,1,1,1,3,2,2,0,1,1,1,0,1,90,14,1,1,5,46.39843,0.395881,True,16.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,8,22,2,4,2,5,0,1,1,1,0,1,50,18,1,1,3,48.870151,2.350481,False,49.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,33,0,2,8,1,0,3,2,2,0,1,1,1,0,1,70,18,1,1,3,45.64622,4.284571,True,72.0,True,False,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,8.0,1,1,0,1,1,1,5,4,2,2,1,1,1,1,0,5,30,9,1,1,6,48.866844,2.361909,False,26.0,False,True,False,True,False,False,False,False,False,False,False
2.0,2.0,1.0,0.0,8.0,2,7,13,2,2,1,0,3,2,2,0,1,2,2,0,1,90,23,5,2,6,47.13776,3.606879,False,18.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,1,7,0,2,2,1,1,4,2,2,0,1,1,1,8,1,50,18,3,1,3,44.86697,-0.66862,True,17.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,10,0,2,1,0,1,7,2,1,0,1,1,2,5,1,50,5,3,2,2,49.43815,1.09156,False,25.0,False,True,False,True,False,False,False,False,False,False,False
7.0,2.0,2.0,1.0,1.0,0,7,6,0,1,1,1,3,2,2,0,2,2,1,2,1,80,0,5,1,6,42.915126,2.226743,False,18.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,8.0,1,30,0,1,1,1,0,3,2,2,0,1,1,1,0,1,50,14,1,1,3,48.799,2.4,False,36.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,14,0,1,1,1,3,2,2,0,1,1,5,0,8,80,23,5,4,7,47.645727,7.1379,False,21.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,8.0,3,1,0,2,1,2,5,4,2,4,1,1,1,1,0,1,30,14,1,1,2,48.886026,2.349542,True,18.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,4,2,2,1,1,6,0,2,1,1,0,1,70,14,1,1,4,43.62395,1.38834,True,49.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,1,7,2,0,1,1,0,3,2,2,0,2,1,1,0,3,90,22,5,1,7,48.287219,2.86534,False,26.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,2,7,0,2,1,1,1,3,4,3,0,1,1,1,5,1,50,11,1,1,3,48.9298017547,2.3258229942,True,22.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,1,10,3,2,1,2,1,1,3,2,0,2,1,2,0,1,50,19,1,2,2,48.97062,2.49977,True,53.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,8.0,1,33,0,2,0,0,1,4,2,2,0,1,1,1,5,1,50,14,1,8,3,47.19835835,-1.58845031,False,27.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,4,23,1,4,2,2,0,3,1,1,5,1,50,19,1,1,4,48.74426,-3.45275,True,25.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,0,2,3,13,1,4,2,2,0,1,2,1,0,1,50,19,3,1,3,43.1212753647,6.1109570861,True,61.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,2,7,12,1,1,1,2,0,1,1,1,0,1,110,0,5,1,2,43.38853,5.24496,True,30.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,2,43,0,2,3,9,1,3,3,3,0,1,1,2,3,1,70,10,1,3,3,48.91513,2.0191,False,52.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,2,7,6,0,3,13,1,3,2,2,0,1,2,2,0,1,80,21,2,3,6,46.261299,5.782056,False,58.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,4.0,0.0,1.0,1,7,0,2,8,1,1,3,2,2,0,1,1,1,0,1,80,11,1,1,3,44.478859,1.093022,True,22.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,0,2,3,1,1,3,2,2,0,1,1,1,5,1,80,7,1,1,1,46.94497,0.083739,False,33.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,0,2,4,2,1,1,1,3,0,1,1,1,8,1,70,1,5,1,2,43.14375,6.02357,True,39.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,1,10,0,1,7,1,1,3,3,8,3,2,1,1,2,1,50,16,1,1,6,48.9202052399,2.220826149,False,27.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,3,7,11,1,1,15,2,3,2,4,0,1,1,2,0,1,50,19,3,2,6,48.86998387,2.22428834,True,5.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,0,31,0,2,1,9,1,7,2,2,0,1,2,1,0,1,50,15,1,1,3,45.82272,4.90201,False,18.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,3.0,0.0,2.0,1,2,1,0,1,21,1,3,1,1,0,4,1,1,0,3,30,19,2,1,5,45.03958,3.88215,False,17.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,1,7,0,2,6,0,1,4,2,2,2,1,1,1,0,1,30,23,3,1,3,45.73196,4.85355,True,,False,True,False,False,True,False,False,False,False,False,False
2.0,2.0,2.0,1.0,1.0,2,7,0,2,1,17,2,1,3,6,0,1,3,1,0,1,90,14,1,1,2,43.61166,1.38097,False,52.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,1.0,0.0,1.0,1,7,0,2,8,1,1,3,2,2,0,1,2,1,0,1,80,21,2,1,3,43.637976,6.204149,False,52.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,2,7,0,2,4,23,1,7,3,4,0,1,1,1,0,1,50,17,1,1,5,47.4301909918,0.6830937825,False,52.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,10,0,2,4,2,1,1,3,10,0,1,1,1,0,1,110,16,1,1,6,48.8299638999,2.6185584039,False,44.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,0,7,0,2,8,9,1,4,2,2,0,1,1,1,0,1,50,16,1,1,3,48.9667485,2.56497055,True,41.0,False,True,False,False,False,False,False,False,False,False,True
1.0,1.0,3.0,0.0,2.0,1,33,0,2,1,1,1,3,2,2,0,1,1,2,5,1,70,17,1,3,3,47.412968,0.96357,False,50.0,True,False,False,False,True,False,False,False,False,False,False
3.0,2.0,1.0,1.0,1.0,1,7,0,2,4,2,1,2,1,2,0,1,1,1,0,1,70,21,5,1,5,49.19438,-0.337073,True,5.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,2,33,0,0,0,1,1,3,2,2,0,1,2,1,0,1,50,14,1,1,7,49.1572272196,-0.2854835988,False,50.0,True,False,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,1.0,8.0,2,7,0,2,3,1,1,4,2,1,0,1,1,1,0,1,20,21,3,1,3,48.86071203,2.45976652,False,19.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,8,12,1,4,1,4,0,1,1,1,0,1,70,18,1,1,2,48.9008708152,2.3559290171,False,22.0,False,True,False,False,False,True,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,2,7,0,2,9,2,1,3,2,2,0,1,1,2,0,1,70,8,1,2,5,49.250479,0.226001,False,38.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,2,2,16,1,4,3,4,3,1,1,1,0,8,50,18,1,1,3,41.9376,8.73898,False,47.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,3,7,0,1,0,1,1,4,2,2,0,1,1,1,0,8,30,13,1,1,6,47.979096,0.228988,False,50.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,33,0,2,8,13,1,3,2,2,0,2,3,1,0,1,80,14,1,1,3,44.447583,6.405566,True,59.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,2,7,0,0,8,1,1,4,1,2,2,1,2,2,0,1,50,13,1,2,3,47.877158,-3.914632,False,52.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,3,7,0,0,1,1,1,4,2,2,0,1,1,1,0,3,70,9,1,9,6,43.22021,2.28649,True,48.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,0.0,1,7,2,0,7,1,1,3,2,2,0,1,2,1,0,3,70,7,2,1,6,44.18,4.081212,False,35.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,2.0,1,30,0,2,2,17,1,4,2,2,0,1,1,1,5,1,30,22,3,1,3,44.86243,-0.59011,False,18.0,False,True,False,True,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,1,7,0,2,4,12,1,1,1,7,0,1,1,1,0,1,90,1,3,1,5,48.92354,2.35724,True,56.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,1,7,0,2,8,1,1,4,1,1,0,1,1,1,0,1,50,13,1,1,3,45.74343,4.86535,False,23.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,8,15,1,4,1,1,0,1,2,1,0,1,50,23,3,1,3,48.59007,7.71561,False,70.0,False,True,False,False,True,False,False,False,False,False,False
4.0,2.0,1.0,0.0,1.0,1,38,0,2,3,1,1,4,2,2,0,1,1,1,0,1,50,17,1,1,1,48.058452,-2.689373,False,14.0,False,True,True,False,False,False,False,False,False,False,False
