place,catu,grav,sexe,secu1,senc,catv,obs,obsm,choc,manv,motor,catr,circ,nbv,vosp,prof,plan,surf,infra,situ,vma,hrmn,lum,atm,col,lat,long,we,age,agg_1,agg_2,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8,int_9
1.0,1.0,2.0,1.0,8.0,1,50,0,2,1,1,3,3,2,2,0,1,1,1,0,1,50,12,1,1,2,48.9819268779,2.2928783298,True,17.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,4.0,1.0,1.0,2,7,2,0,7,1,1,3,2,2,0,1,3,2,0,3,80,12,1,2,6,46.22673,5.396465,False,64.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,1,7,0,2,7,16,1,7,2,4,3,1,1,1,0,6,50,12,1,1,3,50.61157,2.99645,False,28.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,1,1,0,1,8,1,5,4,2,2,0,2,1,1,0,1,30,11,1,1,6,48.78478843,2.38771614,False,13.0,False,True,True,False,False,False,False,False,False,False,False
1.0,2.0,1.0,0.0,1.0,0,37,0,2,3,1,1,2,2,2,0,1,1,1,0,1,80,14,1,1,1,43.53014,4.9603,False,15.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,8.0,1,1,0,2,4,2,5,3,2,2,0,1,1,1,0,1,80,13,1,1,2,47.703802,1.791378,False,71.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,31,0,2,8,3,1,4,1,2,0,1,1,1,0,1,70,17,3,1,3,48.817844,2.334024,True,60.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,0,0,8,19,1,4,2,0,0,1,1,1,5,1,50,2,3,1,3,47.07569,2.38479,False,31.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,3,33,0,2,1,9,1,4,2,2,0,3,1,1,0,1,50,7,1,1,3,47.87777,-3.8492,False,20.0,False,True,False,False,False,False,False,False,False,False,True
2.0,2.0,2.0,1.0,1.0,2,7,0,2,6,1,1,1,3,2,0,2,2,2,3,1,110,19,3,1,4,47.297321,0.691109,False,32.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,2,30,0,2,1,1,1,4,2,2,0,1,1,2,0,1,50,19,3,3,3,44.87186411,-0.63136116,False,38.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,3,2,0,2,1,1,1,3,2,1,0,2,2,1,0,1,80,10,1,1,1,44.339266,4.608316,True,15.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,2,7,0,1,3,1,1,4,2,1,0,2,1,2,0,1,30,17,3,2,6,48.73355,1.37427,False,66.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,2,15,1,4,2,2,0,1,1,1,0,1,50,20,1,1,3,48.89893,2.5103,True,22.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,15,0,2,3,1,1,3,2,2,0,1,1,1,0,1,70,18,3,1,1,47.334082,1.70330253,False,27.0,True,False,True,False,False,False,False,False,False,False,False
9.0,2.0,1.0,0.0,8.0,2,7,0,2,1,1,1,3,2,2,0,1,1,1,5,1,80,19,1,1,3,49.702238,2.808487,True,18.0,True,False,False,True,False,False,False,False,False,False,False
10.0,3.0,3.0,0.0,0.0,2,7,0,1,2,19,1,7,2,2,0,1,1,2,0,1,90,7,1,2,6,49.38161,1.10983,False,21.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,0,2,1,21,1,1,3,4,0,2,1,1,2,1,130,7,2,1,2,49.080753,3.4025,False,23.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,1.0,1.0,1,7,0,2,4,1,1,4,1,2,0,1,1,1,1,1,50,14,1,1,2,43.29962531,5.36366684,True,57.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,1,1,3,2,2,0,4,1,1,0,1,50,17,1,1,3,48.006003,6.876342,True,74.0,False,True,True,False,False,False,False,False,False,False,False
7.0,2.0,2.0,1.0,3.0,1,7,0,2,1,17,1,1,3,3,0,1,1,1,0,1,130,12,1,1,5,43.4592532005,6.6005086899,False,5.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,2,2,1,2,3,6,0,3,2,1,0,1,90,0,5,1,3,48.80962829,2.21206164,True,25.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,8.0,3,50,0,2,7,19,3,4,1,3,3,1,2,1,0,1,30,1,3,1,3,48.85787,2.336257,False,18.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,0,2,1,18,1,4,3,4,0,1,1,1,0,1,50,5,3,1,3,48.57267,7.76265,True,30.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,3.0,1.0,0.0,1,7,0,1,1,16,1,3,2,2,0,1,3,1,0,1,50,16,1,1,6,44.935937,5.023799,False,17.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,1,1,1,1,4,2,2,0,1,1,1,0,1,30,16,1,1,6,43.34579,3.21669,False,67.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,8.0,1,50,0,2,1,19,3,4,2,2,0,1,3,1,0,1,50,10,1,1,6,42.68666,2.9072,False,24.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,3,7,0,2,2,15,1,4,2,2,2,1,1,2,0,5,30,8,1,1,3,50.6378,3.08098,False,41.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,1.0,8.0,1,60,0,2,1,1,5,4,2,2,0,1,1,1,0,1,50,17,1,1,6,47.3796454107,0.6699889898,False,47.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,1,5,1,1,3,2,2,0,1,3,2,0,1,80,8,1,2,6,48.292588,-2.498338,False,27.0,True,False,True,False,False,False,False,False,False,False,False
3.0,2.0,1.0,1.0,1.0,1,10,0,2,2,15,1,3,1,1,0,1,1,1,0,1,50,16,1,1,3,49.00157,2.38471,True,14.0,False,True,False,True,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,3,7,0,1,2,17,1,4,2,2,0,1,1,2,0,1,50,13,1,2,6,48.868569,2.314425,False,43.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,2,15,1,3,2,2,0,1,1,1,0,1,50,19,1,1,3,49.300855,6.159039,False,29.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,0,0,5,0,1,7,2,3,0,1,1,1,0,1,50,22,3,1,2,43.33047,5.40963,False,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,1,1,4,1,2,0,1,1,2,0,1,50,15,1,2,3,45.42716,4.38575,True,21.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,1,33,0,0,8,1,1,2,2,2,0,2,1,1,0,1,80,18,1,1,7,48.72191,2.56269,False,22.0,True,False,True,False,False,False,False,False,False,False,False
2.0,2.0,1.0,0.0,1.0,1,7,0,2,3,13,1,7,2,2,1,1,1,2,0,1,50,7,2,2,1,48.62463,7.73876,False,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,2,50,0,2,4,1,3,4,2,2,0,1,1,1,0,1,50,13,1,8,3,48.9507,2.58012,True,19.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,15,0,1,1,1,4,2,2,0,1,1,1,5,8,30,5,5,1,6,46.0401,4.06352,True,28.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,2.0,0,33,0,2,4,2,1,3,2,2,0,1,1,1,0,1,90,17,1,1,2,48.5332051569,7.3880343303,True,29.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,3,15,1,4,2,2,0,1,1,1,0,1,50,19,3,1,3,43.29043,-0.39402,False,42.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,0,2,8,1,0,4,1,2,0,1,1,1,0,1,30,7,1,1,3,50.65319,3.06908,False,52.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,5,19,1,3,2,2,0,2,2,1,0,1,80,17,1,1,3,49.890017,2.136347,False,89.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,37,0,2,6,23,2,4,2,4,0,1,1,1,5,1,30,11,1,1,3,48.886013,2.398116,True,48.0,False,True,False,True,False,False,False,False,False,False,False
3.0,2.0,2.0,1.0,1.0,3,7,0,2,8,15,1,4,2,2,1,2,1,1,5,1,50,17,1,1,3,47.37169,0.67773,False,22.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,30,0,2,3,18,1,3,1,1,0,1,1,1,0,1,50,16,1,1,6,48.91739,2.30745,False,37.0,False,True,False,False,False,True,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,4,2,1,4,2,2,0,1,1,1,0,1,50,9,1,1,4,48.30477,4.09407,False,72.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,3.0,1.0,8.0,1,7,0,1,1,1,1,4,2,3,0,1,1,1,0,1,30,10,1,1,6,43.34716,3.21857,False,74.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,3.0,1.0,1.0,2,3,0,2,7,19,1,3,2,2,0,1,1,1,5,1,70,6,1,1,3,47.21779,5.258578,False,17.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,2,7,0,1,5,4,1,4,1,1,2,1,1,1,0,1,30,12,2,1,6,45.76983,4.84763,False,23.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,1,7,7,2,1,19,1,4,1,1,2,1,1,1,6,1,30,0,3,1,3,45.77759,4.83486,False,19.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,30,0,2,1,13,3,4,2,2,0,1,1,2,0,1,30,19,3,2,1,47.74542,-3.36759,False,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,1,7,0,1,2,19,1,4,1,1,0,1,1,1,0,1,50,17,1,1,6,45.99796,4.72077,True,45.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,3.0,1.0,0.0,1,10,0,1,3,15,1,4,1,1,0,1,1,1,0,1,50,8,1,1,6,49.37976,3.32799,False,54.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,0,2,0,0,0,15,1,4,1,1,0,4,2,2,0,1,50,17,3,1,7,49.88734,2.30349,False,47.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,4.0,0.0,2.0,1,43,0,6,1,1,1,3,3,2,0,1,1,2,0,1,90,23,5,5,6,48.666818,5.329506,True,52.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,0,7,0,2,1,1,1,4,2,2,0,1,1,1,6,1,30,9,1,1,3,44.02198626,1.37402259,False,54.0,False,True,False,False,True,False,False,False,False,False,False
7.0,2.0,2.0,1.0,1.0,1,7,0,2,1,1,1,4,2,2,0,2,1,1,0,1,80,11,1,1,1,48.50632,-4.662108,True,9.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,3,19,1,4,2,2,0,3,1,2,5,1,50,22,3,3,3,47.4107894453,0.6957542896,False,32.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,3.0,0.0,2.0,2,31,13,0,7,1,1,3,2,2,0,1,2,1,0,3,80,16,1,1,6,45.363182,4.553318,True,31.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,1,7,0,0,7,15,1,1,2,2,0,2,1,1,3,1,70,17,3,1,4,47.777146,7.516193,False,23.0,True,False,False,True,False,False,False,False,False,False,False
4.0,2.0,1.0,0.0,1.0,1,7,0,1,3,1,1,4,2,4,0,1,1,1,0,1,30,1,3,1,6,48.849426,2.356921,True,19.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,4.0,0.0,2.0,1,32,11,0,1,13,1,4,2,3,0,1,3,1,0,1,30,6,2,1,6,48.842627,2.26869,False,24.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,6,17,1,3,2,2,0,1,1,1,0,1,90,18,1,1,3,44.553934,5.869918,False,48.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,15,1,4,3,4,0,1,2,1,5,1,50,15,1,1,3,48.57032,7.73809,True,30.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,2,50,0,2,0,19,3,4,3,2,1,1,1,1,0,1,50,21,3,1,3,45.74439,4.83508,False,33.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,3.0,1.0,8.0,0,7,8,0,8,1,1,4,2,2,0,1,3,2,0,3,50,19,2,2,6,50.020783,3.196077,False,35.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,1,1,1,1,4,2,2,0,1,1,2,0,1,50,18,2,2,6,49.11076,-1.08479,False,85.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,1,32,0,1,8,1,1,4,1,1,0,1,1,1,0,1,50,15,1,1,6,43.29273,5.38752,False,21.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,3,32,0,2,7,1,1,4,2,4,0,1,1,1,0,1,50,13,1,1,3,43.11633,6.14666,False,49.0,False,True,False,False,False,False,False,True,False,False,False
4.0,2.0,3.0,0.0,8.0,3,7,0,2,3,13,1,4,2,2,0,2,1,1,0,1,50,4,3,1,1,43.1269,5.81641,True,18.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,4.0,0.0,0.0,1,17,0,1,2,1,1,2,3,4,0,2,1,2,0,1,110,4,5,3,6,46.454848,0.266494,False,24.0,True,False,True,False,False,False,False,False,False,False,False
8.0,2.0,2.0,1.0,8.0,2,7,0,2,0,0,0,3,1,1,0,2,1,1,0,1,50,15,1,1,3,48.87085,2.41753,False,73.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,3,7,0,2,1,1,1,4,2,2,2,1,1,1,0,1,50,19,1,1,1,45.77152,4.91695,False,22.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,8.0,1,7,0,2,1,0,1,1,1,2,0,1,1,1,0,1,90,22,5,1,2,43.51936,5.42815,False,31.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,2,7,0,0,3,4,1,4,1,1,0,1,1,1,0,1,50,9,1,1,6,45.603691,4.068857,False,53.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,1.0,1.0,2,7,0,2,2,21,0,3,2,2,0,1,1,2,0,1,80,17,1,8,1,48.430706,4.364732,False,50.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,7,1,1,4,2,2,0,3,1,1,0,1,50,18,1,1,3,48.3854982426,-4.51658535,False,23.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,5,1,1,4,1,4,0,1,1,1,0,1,70,19,3,1,2,48.858133,2.41411,False,55.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,10,0,2,1,9,1,4,2,2,0,1,1,1,0,1,50,18,1,7,3,43.11287,0.72097,False,57.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,3,21,1,3,2,2,0,1,1,1,0,1,80,16,1,1,5,43.29832195,5.98383476,False,47.0,True,False,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,0.0,3,1,0,2,1,0,5,4,2,3,2,1,1,1,0,5,30,19,1,1,1,50.648,3.045,False,52.0,False,True,False,False,False,True,False,False,False,False,False
3.0,2.0,2.0,0.0,8.0,2,7,6,0,1,1,1,4,2,2,2,1,1,1,0,4,50,9,1,1,6,47.45813738,-0.53300589,True,13.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,2,2,0,2,1,1,1,3,2,2,0,1,3,1,0,1,90,20,1,1,1,46.418353,3.197263,True,16.0,True,False,True,False,False,False,False,False,False,False,False
4.0,2.0,1.0,1.0,1.0,3,7,0,2,1,1,1,4,2,3,3,1,1,1,0,1,50,9,1,1,3,48.12857,-1.66423,False,59.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,3,1,0,2,1,1,5,4,1,0,0,1,1,1,0,1,50,11,1,1,3,49.26451,4.01029,False,51.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,1,1,4,1,1,2,1,1,1,0,1,30,21,3,1,3,45.76482,4.84277,False,19.0,False,True,False,True,False,False,False,False,False,False,False
4.0,2.0,2.0,0.0,1.0,3,7,0,2,1,1,1,4,2,2,0,1,1,1,0,1,50,4,3,1,3,47.3860261012,0.6879202336,True,21.0,False,True,False,True,False,False,False,False,False,False,False
7.0,2.0,3.0,0.0,1.0,1,7,0,2,1,1,1,3,2,2,0,1,1,1,0,1,80,18,5,1,3,48.955995,6.301247,True,8.0,True,False,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,3,7,0,2,4,2,1,4,2,2,0,1,1,1,0,1,50,13,1,1,2,44.88404,4.83732,False,37.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,8.0,2,1,0,2,4,1,5,4,1,2,0,1,1,1,0,1,50,17,3,1,3,43.7004573,7.2865733,False,79.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,0,0,0,1,1,4,2,2,0,1,1,1,0,1,50,20,2,1,3,49.20657,-0.29395,False,58.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,1,7,0,2,3,1,1,4,2,2,0,1,1,2,0,1,30,11,1,2,3,48.88402,2.318499,True,37.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,2,7,0,2,1,2,1,3,1,3,0,1,1,1,0,1,70,15,1,1,4,48.725866,2.244796,False,39.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,30,0,2,1,7,3,4,1,2,3,1,1,1,0,6,30,20,4,1,3,48.875327,2.350923,True,18.0,False,True,False,True,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,1,7,0,1,6,4,1,4,1,1,0,1,1,2,5,1,30,11,1,8,6,48.78055223,2.46433499,False,94.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,3,7,0,1,1,1,1,4,2,2,0,2,1,1,0,1,50,15,1,1,3,43.42242,5.05467,False,74.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,10,0,2,1,1,1,3,2,2,0,1,1,1,0,1,80,17,1,1,5,43.085141,0.169065,False,52.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,3,1,1,3,3,2,1,1,1,1,0,1,50,19,1,1,3,48.95779277,2.30967183,False,53.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,0,1,1,3,5,0,1,1,2,0,1,90,7,2,2,3,48.818906873,2.4080615714,False,32.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,2.0,2,2,0,2,7,15,1,4,2,2,0,1,1,1,5,1,50,17,3,1,3,45.69447694,5.89597732,True,15.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,2.0,0.0,1.0,1,10,0,2,6,18,1,3,1,2,0,1,1,1,0,1,50,11,1,1,3,48.90779,2.29221,False,19.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,3,33,0,1,3,1,1,4,4,4,0,1,2,1,5,1,50,10,1,1,3,48.8902576532,2.5123286247,False,79.0,False,True,False,False,False,False,False,True,False,False,False
9.0,2.0,2.0,1.0,1.0,2,7,0,2,1,1,1,3,2,2,0,2,1,1,5,1,80,16,1,7,3,48.492933,-2.406628,True,19.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,2,33,0,2,1,7,1,3,2,4,3,2,1,1,0,1,50,19,1,1,3,48.79297,2.39536,False,27.0,False,True,False,False,False,False,True,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,10,0,2,4,23,1,4,2,2,0,1,1,1,0,1,50,0,3,1,2,45.70609,4.87621,False,60.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,1,1,1,3,4,0,1,1,1,0,1,110,16,1,1,2,44.74163,-0.70913,False,21.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,8.0,1,7,0,2,4,0,1,1,2,3,0,1,1,1,0,1,110,13,1,1,2,48.71199,2.30795,False,27.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,2,7,8,0,1,1,1,3,2,2,0,1,1,1,0,3,90,11,1,1,6,46.358491,3.15122,False,72.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,7,0,2,1,1,1,4,2,2,0,1,1,1,0,1,50,16,1,1,1,48.09858,-1.62145,False,76.0,False,True,False,False,False,False,False,True,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,1,4,4,1,4,2,1,0,1,1,1,0,1,50,21,5,1,6,48.95472618,2.5024460491,False,21.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,2.0,2,33,3,0,1,2,1,3,2,1,0,2,4,1,0,3,80,15,1,1,7,45.6583476251,4.6925997734,False,18.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,1.0,1.0,2,7,6,0,8,13,1,3,2,2,0,1,3,1,0,1,50,5,2,1,6,48.036121,5.218833,True,20.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,1,1,1,3,2,2,0,1,1,2,0,1,80,15,1,2,5,48.2629959,-4.30747665,False,51.0,True,False,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,0.0,0.0,2,7,0,1,1,1,1,4,3,4,0,2,1,1,0,1,70,20,3,1,6,47.99363,0.22496,False,13.0,False,True,True,False,False,False,False,False,False,False,False
3.0,2.0,1.0,0.0,1.0,2,7,0,2,2,5,1,3,3,2,0,1,1,2,0,1,50,8,1,2,5,48.8832578933,2.5282118742,True,21.0,False,True,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,13,0,1,1,1,3,2,2,0,4,3,1,0,8,80,3,5,1,6,42.670959,9.337688,False,28.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,1,10,4,2,1,1,1,1,1,4,0,1,3,2,0,1,50,6,2,1,6,48.96201,2.47139,False,35.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,3,2,0,0,0,1,3,3,1,1,0,1,2,7,0,1,50,20,3,9,7,48.81425,2.28744,False,26.0,False,True,False,False,False,False,False,False,False,False,True
1.0,1.0,3.0,1.0,2.0,2,31,11,0,1,1,1,3,2,2,0,1,1,1,0,8,50,20,5,1,6,43.616784,1.091369,False,67.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,2.0,0.0,1.0,1,7,0,2,8,1,1,4,2,2,0,1,1,2,0,1,50,23,3,2,3,43.41665,5.20978,False,26.0,False,True,False,True,False,False,False,False,False,False,False
2.0,2.0,1.0,0.0,1.0,1,7,0,2,1,1,1,3,2,2,0,1,1,1,0,1,80,18,1,1,5,50.789249,2.390749,False,27.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,3,7,0,2,2,9,0,3,2,3,0,1,1,2,0,1,50,18,2,2,3,48.78203474,2.22628579,False,30.0,False,True,True,False,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,0,10,0,1,3,15,1,4,2,2,0,1,1,2,0,1,50,10,1,3,6,47.986295,-4.07951,False,79.0,False,True,True,False,False,False,False,False,False,False,False
2.0,2.0,1.0,1.0,1.0,3,7,0,2,1,9,1,3,2,2,0,1,1,2,0,1,50,15,1,2,3,48.877402,2.720681,True,26.0,False,True,False,False,False,True,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,7,0,2,3,23,1,4,1,1,0,1,1,1,8,1,50,13,1,1,3,48.59039,7.71589,False,29.0,False,True,False,False,False,True,False,False,False,False,False
1.0,1.0,2.0,1.0,2.0,1,1,0,2,1,1,5,4,2,2,0,1,1,1,0,1,50,15,1,1,3,43.30486,-0.37057,False,57.0,False,True,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,0.0,2.0,1,33,0,2,1,7,1,3,2,4,3,1,1,1,5,1,50,19,1,1,3,48.79275,2.36929,False,54.0,False,True,False,False,True,False,False,False,False,False,False
1.0,1.0,1.0,0.0,0.0,3,21,0,2,8,19,1,3,2,2,0,2,1,1,0,1,70,8,1,1,1,44.837685,1.283442,False,63.0,True,False,False,True,False,False,False,False,False,False,False
1.0,1.0,2.0,1.0,1.0,1,7,3,0,1,13,1,2,3,2,0,4,3,1,3,1,90,8,1,1,7,48.6522206256,2.6132676949,False,50.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,0.0,1.0,2,10,0,2,1,21,1,1,1,2,0,1,3,2,0,1,110,4,3,8,1,48.925546,1.997399,True,45.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,1.0,1.0,1.0,1,7,0,2,1,0,1,1,1,3,0,1,1,1,1,1,90,13,3,1,2,43.36798,5.36081,False,29.0,True,False,True,False,False,False,False,False,False,False,False
1.0,1.0,3.0,0.0,1.0,1,7,0,2,1,9,1,3,2,2,0,2,3,1,0,1,80,17,3,1,3,45.86137,5.67858,False,91.0,True,False,False,False,True,False,False,False,False,False,False
1.0,1.0,2.0,0.0,1.0,3,7,0,2,1,13,1,3,2,2,0,1,2,1,0,1,50,21,3,1,3,45.753462,3.983241,True,49.0,False,True,True,False,False,False,False,False,False,False,False
4.0,2.0,3.0,1.0,0.0,1,7,0,2,1,17,1,2,2,1,0,1,1,1,5,1,80,9,1,1,2,44.259719,4.705678,False,20.0,True,False,False,True,False,False,False,False,False,False,False
10.0,3.0,2.0,1.0,0.0,1,7,0,1,3,1,2,4,2,1,3,1,1,1,6,1,30,13,1,1,6,48.875775,2.328512,False,42.0,False,True,False,False,False,True,False,False,False,False,False
10.0,3.0,3.0,0.0,0.0,1,7,0,1,2,1,1,4,2,2,0,1,1,1,0,1,50,10,1,1,6,46.03126,4.08276,True,83.0,False,True,True,False,False,False,False,False,False,False,False
